time;V(Net-_R2-Pad1_);V(Net-_U1-+_);
0.00754198;-1.61324;-0.0521439;
0.00754298;-1.66225;-0.053356;
0.00754398;-1.7112;-0.0545661;
0.00754498;-1.76008;-0.0557739;
0.00754598;-1.80888;-0.0569796;
0.00754698;-1.85761;-0.058183;
0.00754798;-1.90627;-0.0593842;
0.00754898;-1.95484;-0.060583;
0.00754998;-2.00333;-0.0617793;
0.00755098;-2.05174;-0.0629733;
0.00755198;-2.10007;-0.0641648;
0.00755298;-2.14831;-0.0653537;
0.00755398;-2.19646;-0.0665401;
0.00755498;-2.24452;-0.0677238;
0.00755598;-2.29249;-0.0689048;
0.00755698;-2.34037;-0.0700832;
0.00755798;-2.38815;-0.0712587;
0.00755898;-2.43583;-0.0724315;
0.00755998;-2.48341;-0.0736014;
0.00756098;-2.53089;-0.0747684;
0.00756198;-2.57827;-0.0759324;
0.00756298;-2.62554;-0.0770935;
0.00756398;-2.6727;-0.0782515;
0.00756498;-2.71976;-0.0794064;
0.00756598;-2.7667;-0.0805581;
0.00756698;-2.81353;-0.0817067;
0.00756798;-2.86025;-0.0828521;
0.00756898;-2.90685;-0.0839942;
0.00756998;-2.95333;-0.085133;
0.00757098;-2.99969;-0.0862684;
0.00757198;-3.04593;-0.0874004;
0.00757298;-3.09204;-0.088529;
0.00757398;-3.13803;-0.089654;
0.00757498;-3.18389;-0.0907756;
0.00757598;-3.22962;-0.0918935;
0.00757698;-3.27522;-0.0930078;
0.00757798;-3.32069;-0.0941185;
0.00757898;-3.36603;-0.0952254;
0.00757998;-3.41122;-0.0963286;
0.00758098;-3.45628;-0.0974279;
0.00758198;-3.5012;-0.0985235;
0.00758298;-3.54598;-0.0996151;
0.00758398;-3.59061;-0.100703;
0.00758498;-3.6351;-0.101787;
0.00758598;-3.67944;-0.102866;
0.00758698;-3.72363;-0.103942;
0.00758798;-3.76768;-0.105013;
0.00758898;-3.81156;-0.106081;
0.00758998;-3.8553;-0.107144;
0.00759098;-3.89888;-0.108203;
0.00759198;-3.9423;-0.109258;
0.00759298;-3.98557;-0.110308;
0.00759398;-4.02867;-0.111354;
0.00759498;-4.07161;-0.112396;
0.00759598;-4.11438;-0.113433;
0.00759698;-4.15699;-0.114466;
0.00759798;-4.19944;-0.115494;
0.00759898;-4.24171;-0.116518;
0.00759998;-4.28381;-0.117537;
0.00760098;-4.32574;-0.118551;
0.00760198;-4.3675;-0.119561;
0.00760298;-4.40908;-0.120566;
0.00760398;-4.45048;-0.121566;
0.00760498;-4.4917;-0.122561;
0.00760598;-4.53275;-0.123552;
0.00760698;-4.57361;-0.124538;
0.00760798;-4.61428;-0.125519;
0.00760898;-4.65478;-0.126494;
0.00760998;-4.69508;-0.127465;
0.00761098;-4.7352;-0.128431;
0.00761198;-4.77512;-0.129392;
0.00761298;-4.81485;-0.130348;
0.00761398;-4.8544;-0.131298;
0.00761498;-4.89374;-0.132243;
0.00761598;-4.93289;-0.133184;
0.00761698;-4.97184;-0.134118;
0.00761798;-5.01059;-0.135048;
0.00761898;-5.04914;-0.135972;
0.00761998;-5.08749;-0.136891;
0.00762098;-5.12564;-0.137804;
0.00762198;-5.16358;-0.138712;
0.00762298;-5.20131;-0.139615;
0.00762398;-5.23883;-0.140512;
0.00762498;-5.27615;-0.141403;
0.00762598;-5.31325;-0.142289;
0.00762698;-5.35014;-0.14317;
0.00762798;-5.38682;-0.144044;
0.00762898;-5.42328;-0.144913;
0.00762998;-5.45952;-0.145776;
0.00763098;-5.49554;-0.146634;
0.00763198;-5.53135;-0.147486;
0.00763298;-5.56693;-0.148331;
0.00763398;-5.60229;-0.149171;
0.00763498;-5.63743;-0.150005;
0.00763598;-5.67234;-0.150834;
0.00763698;-5.70702;-0.151656;
0.00763798;-5.74148;-0.152472;
0.00763898;-5.7757;-0.153282;
0.00763998;-5.8097;-0.154087;
0.00764098;-5.84346;-0.154885;
0.00764198;-5.87699;-0.155677;
0.00764298;-5.91029;-0.156462;
0.00764398;-5.94335;-0.157242;
0.00764498;-5.97617;-0.158016;
0.00764598;-6.00875;-0.158783;
0.00764698;-6.04109;-0.159544;
0.00764798;-6.0732;-0.160298;
0.00764898;-6.10505;-0.161047;
0.00764998;-6.13667;-0.161789;
0.00765098;-6.16804;-0.162524;
0.00765198;-6.19916;-0.163253;
0.00765298;-6.23004;-0.163976;
0.00765398;-6.26067;-0.164692;
0.00765498;-6.29105;-0.165402;
0.00765598;-6.32117;-0.166105;
0.00765698;-6.35105;-0.166802;
0.00765798;-6.38067;-0.167492;
0.00765898;-6.41003;-0.168175;
0.00765998;-6.43915;-0.168852;
0.00766098;-6.468;-0.169522;
0.00766198;-6.4966;-0.170186;
0.00766298;-6.52493;-0.170842;
0.00766398;-6.55301;-0.171492;
0.00766498;-6.58083;-0.172136;
0.00766598;-6.60838;-0.172772;
0.00766698;-6.63567;-0.173402;
0.00766798;-6.66269;-0.174024;
0.00766898;-6.68945;-0.17464;
0.00766998;-6.71595;-0.175249;
0.00767098;-6.74217;-0.175851;
0.00767198;-6.76813;-0.176446;
0.00767298;-6.79381;-0.177034;
0.00767398;-6.81923;-0.177616;
0.00767498;-6.84437;-0.17819;
0.00767598;-6.86924;-0.178757;
0.00767698;-6.89384;-0.179317;
0.00767798;-6.91817;-0.17987;
0.00767898;-6.94221;-0.180416;
0.00767998;-6.96598;-0.180955;
0.00768098;-6.98948;-0.181486;
0.00768198;-7.01269;-0.182011;
0.00768298;-7.03563;-0.182528;
0.00768398;-7.05828;-0.183038;
0.00768498;-7.08066;-0.183541;
0.00768598;-7.10275;-0.184036;
0.00768698;-7.12456;-0.184525;
0.00768798;-7.14608;-0.185006;
0.00768898;-7.16732;-0.18548;
0.00768998;-7.18828;-0.185946;
0.00769098;-7.20895;-0.186405;
0.00769198;-7.22933;-0.186857;
0.00769298;-7.24942;-0.187301;
0.00769398;-7.26923;-0.187738;
0.00769498;-7.28874;-0.188168;
0.00769598;-7.30797;-0.18859;
0.00769698;-7.3269;-0.189004;
0.00769798;-7.34555;-0.189412;
0.00769898;-7.3639;-0.189811;
0.00769998;-7.38195;-0.190203;
0.00770098;-7.39972;-0.190588;
0.00770198;-7.41719;-0.190965;
0.00770298;-7.43436;-0.191335;
0.00770398;-7.45124;-0.191697;
0.00770498;-7.46782;-0.192052;
0.00770598;-7.4841;-0.192399;
0.00770698;-7.50009;-0.192738;
0.00770798;-7.51577;-0.19307;
0.00770898;-7.53116;-0.193394;
0.00770998;-7.54625;-0.19371;
0.00771098;-7.56104;-0.194019;
0.00771198;-7.57552;-0.19432;
0.00771298;-7.58971;-0.194614;
0.00771398;-7.60359;-0.1949;
0.00771498;-7.61717;-0.195178;
0.00771598;-7.63044;-0.195448;
0.00771698;-7.64342;-0.195711;
0.00771798;-7.65609;-0.195966;
0.00771898;-7.66845;-0.196213;
0.00771998;-7.68051;-0.196453;
0.00772098;-7.69226;-0.196684;
0.00772198;-7.70371;-0.196908;
0.00772298;-7.71485;-0.197125;
0.00772398;-7.72568;-0.197333;
0.00772498;-7.7362;-0.197534;
0.00772598;-7.74642;-0.197727;
0.00772698;-7.75633;-0.197912;
0.00772798;-7.76593;-0.198089;
0.00772898;-7.77522;-0.198258;
0.00772998;-7.7842;-0.19842;
0.00773098;-7.79287;-0.198574;
0.00773198;-7.80123;-0.198719;
0.00773298;-7.80928;-0.198857;
0.00773398;-7.81702;-0.198988;
0.00773498;-7.82444;-0.19911;
0.00773598;-7.83156;-0.199224;
0.00773698;-7.83836;-0.199331;
0.00773798;-7.84486;-0.19943;
0.00773898;-7.85103;-0.199521;
0.00773998;-7.8569;-0.199604;
0.00774098;-7.86245;-0.199679;
0.00774198;-7.86769;-0.199746;
0.00774298;-7.87262;-0.199805;
0.00774398;-7.87724;-0.199857;
0.00774498;-7.88153;-0.199901;
0.00774598;-7.88552;-0.199936;
0.00774698;-7.88919;-0.199964;
0.00774798;-7.89255;-0.199984;
0.00774898;-7.89559;-0.199996;
0.00774998;-7.89832;-0.2;
0.00775098;-7.90073;-0.199996;
0.00775198;-7.90283;-0.199985;
0.00775298;-7.90462;-0.199965;
0.00775398;-7.90609;-0.199937;
0.00775498;-7.90724;-0.199902;
0.00775598;-7.90808;-0.199859;
0.00775698;-7.9086;-0.199808;
0.00775798;-7.90881;-0.199749;
0.00775898;-7.9087;-0.199682;
0.00775998;-7.90828;-0.199607;
0.00776098;-7.90754;-0.199524;
0.00776198;-7.90649;-0.199434;
0.00776298;-7.90512;-0.199335;
0.00776398;-7.90344;-0.199229;
0.00776498;-7.90144;-0.199115;
0.00776598;-7.89913;-0.198993;
0.00776698;-7.8965;-0.198863;
0.00776798;-7.89356;-0.198725;
0.00776898;-7.8903;-0.19858;
0.00776998;-7.88673;-0.198426;
0.00777098;-7.88285;-0.198265;
0.00777198;-7.87865;-0.198096;
0.00777298;-7.87413;-0.197919;
0.00777398;-7.8693;-0.197734;
0.00777498;-7.86416;-0.197542;
0.00777598;-7.8587;-0.197341;
0.00777698;-7.85293;-0.197133;
0.00777798;-7.84685;-0.196917;
0.00777898;-7.84045;-0.196694;
0.00777998;-7.83374;-0.196462;
0.00778098;-7.82672;-0.196223;
0.00778198;-7.81939;-0.195976;
0.00778298;-7.81174;-0.195721;
0.00778398;-7.80379;-0.195459;
0.00778498;-7.79552;-0.195189;
0.00778598;-7.78694;-0.194911;
0.00778698;-7.77805;-0.194626;
0.00778798;-7.76885;-0.194332;
0.00778898;-7.75933;-0.194031;
0.00778998;-7.74951;-0.193723;
0.00779098;-7.73938;-0.193407;
0.00779198;-7.72894;-0.193083;
0.00779298;-7.7182;-0.192751;
0.00779398;-7.70714;-0.192412;
0.00779498;-7.69578;-0.192066;
0.00779598;-7.68411;-0.191712;
0.00779698;-7.67213;-0.19135;
0.00779798;-7.65985;-0.19098;
0.00779898;-7.64726;-0.190604;
0.00779998;-7.63436;-0.190219;
0.00780098;-7.62116;-0.189827;
0.00780198;-7.60766;-0.189428;
0.00780298;-7.59385;-0.189021;
0.00780398;-7.57974;-0.188607;
0.00780498;-7.56532;-0.188185;
0.00780598;-7.55061;-0.187755;
0.00780698;-7.53559;-0.187319;
0.00780798;-7.52027;-0.186875;
0.00780898;-7.50465;-0.186423;
0.00780998;-7.48873;-0.185965;
0.00781098;-7.47251;-0.185498;
0.00781198;-7.45599;-0.185025;
0.00781298;-7.43918;-0.184544;
0.00781398;-7.42206;-0.184056;
0.00781498;-7.40466;-0.183561;
0.00781598;-7.38695;-0.183058;
0.00781698;-7.36895;-0.182549;
0.00781798;-7.35065;-0.182032;
0.00781898;-7.33207;-0.181508;
0.00781998;-7.31318;-0.180976;
0.00782098;-7.29401;-0.180438;
0.00782198;-7.27454;-0.179892;
0.00782298;-7.25479;-0.179339;
0.00782398;-7.23474;-0.17878;
0.00782498;-7.2144;-0.178213;
0.00782598;-7.19378;-0.177639;
0.00782698;-7.17287;-0.177058;
0.00782798;-7.15167;-0.17647;
0.00782898;-7.13018;-0.175875;
0.00782998;-7.10841;-0.175274;
0.00783098;-7.08636;-0.174665;
0.00783198;-7.06402;-0.174049;
0.00783298;-7.0414;-0.173427;
0.00783398;-7.0185;-0.172797;
0.00783498;-6.99531;-0.172161;
0.00783598;-6.97185;-0.171518;
0.00783698;-6.94811;-0.170869;
0.00783798;-6.92409;-0.170212;
0.00783898;-6.89979;-0.169549;
0.00783998;-6.87522;-0.168879;
0.00784098;-6.85037;-0.168203;
0.00784198;-6.82525;-0.167519;
0.00784298;-6.79985;-0.16683;
0.00784398;-6.77418;-0.166133;
0.00784498;-6.74824;-0.16543;
0.00784598;-6.72204;-0.164721;
0.00784698;-6.69556;-0.164005;
0.00784798;-6.66881;-0.163282;
0.00784898;-6.6418;-0.162554;
0.00784998;-6.61452;-0.161818;
0.00785098;-6.58698;-0.161077;
0.00785198;-6.55917;-0.160329;
0.00785298;-6.5311;-0.159574;
0.00785398;-6.50277;-0.158813;
0.00785498;-6.47417;-0.158047;
0.00785598;-6.44532;-0.157273;
0.00785698;-6.41621;-0.156494;
0.00785798;-6.38685;-0.155708;
0.00785898;-6.35722;-0.154917;
0.00785998;-6.32735;-0.154119;
0.00786098;-6.29722;-0.153315;
0.00786198;-6.26683;-0.152505;
0.00786298;-6.2362;-0.151689;
0.00786398;-6.20532;-0.150867;
0.00786498;-6.17418;-0.150039;
0.00786598;-6.1428;-0.149205;
0.00786698;-6.11118;-0.148365;
0.00786798;-6.07931;-0.14752;
0.00786898;-6.04719;-0.146668;
0.00786998;-6.01484;-0.145811;
0.00787098;-5.98224;-0.144948;
0.00787198;-5.9494;-0.144079;
0.00787298;-5.91633;-0.143205;
0.00787398;-5.88301;-0.142325;
0.00787498;-5.84947;-0.141439;
0.00787598;-5.81568;-0.140548;
0.00787698;-5.78167;-0.139651;
0.00787798;-5.74742;-0.138749;
0.00787898;-5.71294;-0.137841;
0.00787998;-5.67823;-0.136928;
0.00788098;-5.6433;-0.136009;
0.00788198;-5.60814;-0.135085;
0.00788298;-5.57275;-0.134156;
0.00788398;-5.53714;-0.133221;
0.00788498;-5.50131;-0.132281;
0.00788598;-5.46526;-0.131336;
0.00788698;-5.42898;-0.130386;
0.00788798;-5.39249;-0.12943;
0.00788898;-5.35579;-0.12847;
0.00788998;-5.31887;-0.127504;
0.00789098;-5.28173;-0.126534;
0.00789198;-5.24439;-0.125558;
0.00789298;-5.20683;-0.124577;
0.00789398;-5.16907;-0.123592;
0.00789498;-5.13109;-0.122601;
0.00789598;-5.09292;-0.121606;
0.00789698;-5.05453;-0.120606;
0.00789798;-5.01595;-0.119601;
0.00789898;-4.97716;-0.118592;
0.00789998;-4.93817;-0.117578;
0.00790098;-4.89899;-0.116559;
0.00790198;-4.85961;-0.115535;
0.00790298;-4.82003;-0.114507;
0.00790398;-4.78026;-0.113475;
0.00790498;-4.7403;-0.112438;
0.00790598;-4.70014;-0.111396;
0.00790698;-4.6598;-0.11035;
0.00790798;-4.61927;-0.1093;
0.00790898;-4.57856;-0.108246;
0.00790998;-4.53766;-0.107187;
0.00791098;-4.49658;-0.106124;
0.00791198;-4.45532;-0.105056;
0.00791298;-4.41388;-0.103985;
0.00791398;-4.37226;-0.10291;
0.00791498;-4.33047;-0.10183;
0.00791598;-4.2885;-0.100746;
0.00791698;-4.24637;-0.0996589;
0.00791798;-4.20406;-0.0985675;
0.00791898;-4.16158;-0.0974721;
0.00791998;-4.11893;-0.0963729;
0.00792098;-4.07612;-0.0952699;
0.00792198;-4.03314;-0.0941631;
0.00792298;-3.99001;-0.0930526;
0.00792398;-3.94671;-0.0919384;
0.00792498;-3.90325;-0.0908206;
0.00792598;-3.85964;-0.0896992;
0.00792698;-3.81587;-0.0885743;
0.00792798;-3.77194;-0.0874459;
0.00792898;-3.72787;-0.086314;
0.00792998;-3.68364;-0.0851787;
0.00793098;-3.63927;-0.0840401;
0.00793198;-3.59475;-0.0828981;
0.00793298;-3.55009;-0.0817529;
0.00793398;-3.50528;-0.0806044;
0.00793498;-3.46033;-0.0794528;
0.00793598;-3.41524;-0.078298;
0.00793698;-3.37002;-0.0771401;
0.00793798;-3.32466;-0.0759792;
0.00793898;-3.27916;-0.0748153;
0.00793998;-3.23353;-0.0736484;
0.00794098;-3.18778;-0.0724786;
0.00794198;-3.14189;-0.071306;
0.00794298;-3.09588;-0.0701305;
0.00794398;-3.04974;-0.0689523;
0.00794498;-3.00348;-0.0677714;
0.00794598;-2.9571;-0.0665878;
0.00794698;-2.91059;-0.0654015;
0.00794798;-2.86397;-0.0642127;
0.00794898;-2.81724;-0.0630213;
0.00794998;-2.77039;-0.0618274;
0.00795098;-2.72343;-0.0606312;
0.00795198;-2.67636;-0.0594325;
0.00795298;-2.62918;-0.0582314;
0.00795398;-2.58189;-0.0570281;
0.00795498;-2.5345;-0.0558225;
0.00795598;-2.48701;-0.0546147;
0.00795698;-2.43942;-0.0534048;
0.00795798;-2.39172;-0.0521927;
0.00795898;-2.34394;-0.0509786;
0.00795998;-2.29605;-0.0497625;
0.00796098;-2.24807;-0.0485444;
0.00796198;-2.2;-0.0473244;
0.00796298;-2.15184;-0.0461025;
0.00796398;-2.1036;-0.0448788;
0.00796498;-2.05527;-0.0436533;
0.00796598;-2.00685;-0.0424261;
0.00796698;-1.95835;-0.0411973;
0.00796798;-1.90978;-0.0399668;
0.00796898;-1.86112;-0.0387347;
0.00796998;-1.81239;-0.0375011;
0.00797098;-1.76359;-0.036266;
0.00797198;-1.71471;-0.0350295;
0.00797298;-1.66576;-0.0337916;
0.00797398;-1.61674;-0.0325524;
0.00797498;-1.56766;-0.0313119;
0.00797598;-1.51851;-0.0300701;
0.00797698;-1.4693;-0.0288272;
0.00797798;-1.42003;-0.0275831;
0.00797898;-1.3707;-0.0263379;
0.00797998;-1.32132;-0.0250917;
0.00798098;-1.27188;-0.0238445;
0.00798198;-1.22238;-0.0225964;
0.00798298;-1.17284;-0.0213474;
0.00798398;-1.12324;-0.0200975;
0.00798498;-1.0736;-0.0188468;
0.00798598;-1.02392;-0.0175954;
0.00798698;-0.974186;-0.0163433;
0.00798798;-0.924415;-0.0150906;
0.00798898;-0.874605;-0.0138372;
0.00798998;-0.824757;-0.0125833;
0.00799098;-0.774874;-0.011329;
0.00799198;-0.724957;-0.0100741;
0.00799298;-0.675008;-0.00881889;
0.00799398;-0.62503;-0.00756331;
0.00799498;-0.575024;-0.00630743;
0.00799598;-0.524993;-0.0050513;
0.00799698;-0.474937;-0.00379497;
0.00799798;-0.42486;-0.0025385;
0.00799898;-0.374763;-0.00128192;
0.00799998;-0.324648;-2.52893e-05;
0.008;-0.323639;-3.91887e-16;
